path,rows,columns,duplicate_rows,missing_percent
data/world_bank/BZ/SL.UEM.1524.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,7.95
data/world_bank/BZ/GC.XPN.TOTL.GD.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,9.49
data/world_bank/BZ/NV.IND.TOTL.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,4.87
data/world_bank/BZ/IT.NET.USER.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,9.49
data/world_bank/BZ/BN.CAB.XOKA.GD.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,6.15
data/world_bank/BZ/NV.AGR.TOTL.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,4.87
data/world_bank/BZ/SL.TLF.CACT.FE.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,7.69
data/world_bank/BZ/NE.EXP.GNFS.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,5.38
data/world_bank/BZ/SH.XPD.CHEX.GD.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,10.77
data/world_bank/BZ/SP.POP.TOTL.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,0.0
data/world_bank/BZ/SE.PRM.CMPT.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,9.74
data/world_bank/BZ/ST.INT.ARVL.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,10.0
data/world_bank/BZ/SE.SEC.ENRR.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,8.46
data/world_bank/BZ/NE.GDI.TOTL.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,5.38
data/world_bank/BZ/SE.ADT.LITR.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,15.9
data/world_bank/BZ/EG.ELC.ACCS.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,8.21
data/world_bank/BZ/SP.DYN.LE00.IN.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,0.26
data/world_bank/BZ/SE.TER.ENRR.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,9.74
data/world_bank/BZ/SP.URB.TOTL.IN.ZS.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,0.0
data/world_bank/BZ/SP.DYN.TFRT.IN.csv,65,"['country', 'iso2c', 'year', 'indicator', 'value', 'unit']",0,16.92
